Rodzaj,Symbol,Nazwa,Grupa,Stan,jm,Cena magazynowa,Cena sprzedaży,Wartość magazynowa,Wartość sprzedaży,Stawka VAT
T,5904405119594,Urodzinowa stars granat kubek 50,Podstawowa,1,szt.,"10,56",,"10,56",,23
T,5904405119617,Urodzinowa stars granat zestaw 4 kieliszków- 30ur.,Podstawowa,3,szt.,"12,74",,"38,22",,23
T,5904405119624,Urodzinowa stars granat zestaw 4 kieliszków- 40 ur,Podstawowa,1,szt.,"12,74",,"12,74",,23
T,5904405119631,Urodzinowa stars garanat zestaw 4 kieliszków- 50,Podstawowa,2,szt.,"12,74",,"25,48",,23
T,5904405119648,Urodzinowy Kufel 18-tka,Podstawowa,3,szt.,"16,49",,"49,47",,23
T,5904405119662,Urodzinowy Kufel do piwa 40-tka,Podstawowa,1,szt.,"16,49",,"16,49",,23
T,5904405119679,Urodzinowy Kufel do piwa 50-te,Podstawowa,2,szt.,"15,85",,"31,7",,23
T,5904405119686,Urodzinowa stars granat zestaw 18,Podstawowa,3,szt.,"22,76",,"68,28",,23
T,5904405119693,Urodzinowa stars granat 30 urodziny,Podstawowa,3,szt.,"22,76",,"68,28",,23
T,5904405119709,Urodzinowa stars granat zestaw 40 urodziny,Podstawowa,2,szt.,"22,49",,"44,98",,23
T,5904405119716,Urodzinowy stars granat zestaw 50 urodziny,Podstawowa,2,szt.,"22,76",,"45,52",,23
T,5904405119747,Urodzinowa stars magenta zestaw Urodziny,Podstawowa,2,szt.,"22,76",,"45,52",,23
T,5904405119754,Urodzinowa stars magenta kubek Urodziny,Podstawowa,1,szt.,"10,56",,"10,56",,23
T,5904405119761,Stars Kieliszek do wina - Urodziny,Podstawowa,2,szt.,"14,23",,"28,46",,23
T,5904405119778,stars magenta w dniu urodzin,Podstawowa,2,szt.,"12,11",,"24,22",,23
T,5904405119792,Urodzinowa Sta.grt. zestaw 4 kieliszków Urodziny,Podstawowa,6,szt.,"12,74",,"76,44",,23
T,5904405119808,"Urodzinowy Kufel do piwa ""Urodziny""",Podstawowa,2,szt.,"16,49",,"32,98",,23
T,5904405119815,Urodzinowa stars granat zestaw Urodziny,Podstawowa,1,szt.,"22,76",,"22,76",,23
T,5904405120545,Kubek z nadrukiem - buźki,Podstawowa,17,szt.,"6,5",,"110,5",,23
T,5904405120576,Kubek z nadrukiem - balonik,Podstawowa,21,szt.,"6,5",,"136,5",,23
T,5904405121634,szklanka z otwieraczem super chłopak,Podstawowa,3,szt.,"21,95",,"65,85",,23
T,5904405121658,kubek szybki i wściekły,Podstawowa,1,szt.,"11,3",,"11,3",,23
T,5904405121665,kubek chłopaki nie płaczą,Podstawowa,3,szt.,"11,3",,"33,9",,23
T,5904405121672,kubek odpicowany egzemplarz,Podstawowa,5,szt.,"11,3",,"56,5",,23
T,5904405121689,kufel - love piffko,Podstawowa,7,szt.,"19,91",,"139,37",,23
T,5904405121719,kufel do piwa - piwo idealnie chłodzi,Podstawowa,1,szt.,"19,91",,"19,91",,23
T,5904405122907,kubek dziadek na luzie,Podstawowa,8,szt.,"8,95",,"71,6",,23
T,5904405122921,kufel dziadek koneser wdzięków babci,Podstawowa,3,szt.,"12,4",,"37,2",,23
T,5904405122938,kufel dziadek na luzie bo wiek to tylko liczba,Podstawowa,1,szt.,"12,4",,"12,4",,23
T,5904405122945,kufel dziadek gentelmen w każdym calu,Podstawowa,3,szt.,"12,4",,"37,2",,23
T,5904405122983,zestaw-dla super dziadka,Podstawowa,3,szt.,"22,4",,"67,2",,23
T,5904405122990,zestaw dla babci kubek z kieliszkiem,Podstawowa,3,szt.,"26,22",,"78,66",,23
T,5904405123003,Kubek NBC Skos 300ml-Dla Babci,Podstawowa,3,szt.,"10,5",,"31,5",,23
T,5904405123065,zestaw -kubek dla dziadka z bryloczkiem,Podstawowa,3,szt.,30,,90,,23
T,5904405123072,zestaw kubek i świeczka dla babci,Podstawowa,2,szt.,"29,88",,"59,76",,23
T,5904405123157,zestaw kubek i bryloczek dziadek wspaniały,Podstawowa,2,szt.,"26,2",,"52,4",,23
T,5904405123164,zestaw-kubek z bryloczkiem,Podstawowa,2,szt.,"2,63",,"5,26",,23
T,5904405123171,Kubek z zaparzaczem NBC 330ml-Najlepsza Babcia..,Podstawowa,12,szt.,"20,94",,"251,28",,23
T,5904405128190,KieliszekGrawer w opak.Kropki,Podstawowa,1,szt.,"13,99",,"13,99",,23
T,5904555002579,zestaw balonów ''1''złote,Podstawowa,4,szt.,"4,4",,"17,6",,23
T,5904555003378,Balon foliowy Bride panterka,Podstawowa,2,szt.,"3,2",,"6,4",,23
T,5904555003415,balon butelka szampana Bride,Podstawowa,1,szt.,"7,5",,"7,5",,23
T,5904555005266,Balon foliowy bride,Podstawowa,4,szt.,"0,5",,2,,23
T,5904555005303,Balon foliowy biały bride,Podstawowa,4,szt.,"0,5",,2,,23
T,5904555005389,balon serce25'',Podstawowa,2,szt.,"5,3",,"10,6",,23
T,5904555005426,balon serce 25'' róż złoto,Podstawowa,2,szt.,"5,3",,"10,6",,23
T,5904555005587,Balon foliowy serce 75*64.5 czerwone,Podstawowa,5,szt.,"4,54",,"22,7",,23
T,5904555005945,balon foliowy nietoperz 119x51 cm,Podstawowa,3,szt.,"14,06",,"42,18",,23
T,5904555006027,balon foliowy gwiazdka nowy rok,Podstawowa,10,szt.,"3,09",,"30,9",,23
T,5904555006027,balon foliowy gwiazdka nowy rok,Podstawowa,3,szt.,"3,2",,"9,6",,23
T,5904555006065,balon hocus pocus18'',Podstawowa,2,szt.,"3,08",,"6,16",,23
T,5904555006263,balon biedronka,Podstawowa,2,szt.,"8,1",,"16,2",,23
T,5904555006348,Tatuaże zmywalne kwiaty mix,Podstawowa,3,szt.,"4,7",,"14,1",,23
T,5904555006591,zestaw balonów,Podstawowa,1,szt.,"4,6",,"4,6",,23
T,5904555006621,zestaw balonów hocus pokus,Podstawowa,3,szt.,"4,6",,"13,8",,23
T,5904555007291,Balon foliowy gwiazda 3D 95cm srebrny,Podstawowa,2,szt.,"9,9",,"19,8",,23
T,5904555007338,Balon foliowy gwiazda 3D 70cm srebrny,Podstawowa,4,szt.,"7,99",,"31,96",,23
T,5904555007376,Balon foliowy gwiazda 3D 95cm czarny,Podstawowa,4,szt.,"9,89",,"39,56",,23
T,5904555007376,Balon foliowy gwiazda 3D 95cm czarny,Podstawowa,2,szt.,"9,9",,"19,8",,23
T,5904555007413,balon foliowy gwiazda 3d 70cm czarny FB68M-010,Podstawowa,4,szt.,"7,99",,"31,96",,23
T,5904555007505,Balon foliowy merry christmas,Podstawowa,5,szt.,"3,25",,"16,25",,23
T,5904555007543,Balon auto -choinka-prezenty,Podstawowa,3,szt.,"14,22",,"42,66",,23
T,5904555007628,zegar foliowy balon biały,Podstawowa,2,szt.,"3,2",,"6,4",,23
T,5904555007703,Balon foliowy złoty zegar,Podstawowa,3,szt.,"3,2",,"9,6",,23
T,5904555007741,Balon foliowy 18'' Happy new year,Podstawowa,11,szt.,"3,2",,"35,2",,23
T,5904555007826,Szampan balon foliowy nowy rok,Podstawowa,4,szt.,"4,8",,"19,2",,23
T,5904555008533,maska karnawałowa złota,Podstawowa,7,szt.,"1,98",,"13,86",,23
T,5904555008700,Balon foliowy Cyfra 0 biała,Podstawowa,1,szt.,"6,5",,"6,5",,23
T,5904555008748,Balon foliowy Cyfra 4 biała,Podstawowa,1,szt.,"6,5",,"6,5",,23
T,5904555008755,Balon foliowy Cyfra 5 biała,Podstawowa,1,szt.,"6,5",,"6,5",,23
T,5904555008762,Balon foliowy Cyfra 6 biała,Podstawowa,2,szt.,"6,5",,13,,23
T,5904555008779,Balon foliowy cyfra 7 biała,Podstawowa,1,szt.,"6,5",,"6,5",,23
T,5904555008786,Balon foliowy Cyfra 8 biała,Podstawowa,1,szt.,"6,5",,"6,5",,23
T,5904555008793,Balon foliowy cyfra 9 biała,Podstawowa,1,szt.,"6,5",,"6,5",,23
T,5904555009271,zestaw balonów świątecznych,Podstawowa,3,szt.,"4,47",,"13,41",,23
T,5904555009295,"balony 30cm,happy new year mix 6szt.",Podstawowa,7,szt.,"4,16",,"29,12",,23
T,5904555010130,Balon śnieżka,Podstawowa,2,szt.,"5,28",,"10,56",,23
T,5904555010147,mikołaj balon,Podstawowa,1,szt.,"12,19",,"12,19",,23
T,5904555010352,balon kieliszek Martini,Podstawowa,3,szt.,"6,5",,"19,5",,23
T,5904555010420,"balon laska cukrowa 14,5x31 cm",Podstawowa,2,szt.,9,,18,,23
T,5904555010758,"Balon foliowy Serce Kocham Cię 18""",Podstawowa,2,szt.,"3,2",,"6,4",,23
T,5904555010796,Balon foliowy Pierwsza komunia niebieski,Podstawowa,4,szt.,"3,26",,"13,04",,23
T,5904555010826,balon 18 cali,Podstawowa,2,szt.,"2,8",,"5,6",,23
T,5904555010833,balon 18 cali,Podstawowa,4,szt.,"3,5",,14,,23
T,5904555010840,balon 24'',Podstawowa,3,szt.,"5,7",,"17,1",,23
T,5904555010857,balon 24'',Podstawowa,3,szt.,"5,7",,"17,1",,23
T,5904555010864,Balon foliowy srebrny okrągły 64cm,Podstawowa,2,szt.,"5,7",,"11,4",,23
T,5904555010871,Balon foliowy IHS,Podstawowa,1,szt.,"3,26",,"3,26",,23
T,5904555010888,Pterodaktyl balon foliowy,Podstawowa,1,szt.,"6,4",,"6,4",,23
T,5904555011373,serwetki serca 20szt,Podstawowa,7,szt.,"7,7",,"53,9",,23
T,5904555012998,zestaw balonów Kocham Cię,Podstawowa,2,szt.,"8,2",,"16,4",,23
T,5904555013209,Balon foliowy wieloryb,Podstawowa,1,szt.,"6,5",,"6,5",,23
T,5904555013209,Balon foliowy wieloryb,Podstawowa,6,szt.,"7,05",,"42,3",,23
T,5904555013216,Balon foliowy triceratops,Podstawowa,1,szt.,"11,38",,"11,38",,23
T,5904555013612,Baner baby shower j. różowy,Podstawowa,2,szt.,"5,48",,"10,96",,23
T,5904555013650,baner baby shower j. niebieskie,Podstawowa,2,szt.,"5,48",,"10,96",,23
T,59045550136985904555,baner baby shower j. srebrny,Podstawowa,2,szt.,"6,46",,"12,92",,23
T,5904555013766,"Balon foliowy zając ,67x88cm,mix",Podstawowa,1,szt.,"7,56",,"7,56",,23
T,5904555013773,Balon foliowy myszka,Podstawowa,8,szt.,"5,23",,"41,84",,23
T,5904555013780,Balon foliowy grzechotka miś,Podstawowa,11,szt.,"6,35",,"69,85",,23
T,5904555013803,Balon foliowy oh baby,Podstawowa,6,szt.,"2,98",,"17,88",,23
T,5904555014541,Dekoracja do muffinek - Bocian,Podstawowa,1,szt.,"4,55",,"4,55",,23
T,5904555014596,Girlanda na zdjęcia - wieloryb,Podstawowa,1,szt.,"10,52",,"10,52",,23
T,5904555014602,Girlanda na zdjęcia-bocian,Podstawowa,1,szt.,"10,52",,"10,52",,23
T,5904555014602,Girlanda na zdjęcia-bocian,Podstawowa,1,szt.,"12,19",,"12,19",,23
T,5904555014718,Baner Oh Baby,Podstawowa,3,szt.,"11,15",,"33,45",,23
T,5904555014756,"Balon foliowy Bocian, 103x60cm,jasny różowy",Podstawowa,4,szt.,"6,25",,25,,23
T,5904555014770,Balon foliowy miś na księżycu,Podstawowa,1,szt.,"8,75",,"8,75",,23
T,5904555014770,Balon foliowy miś na księżycu,Podstawowa,4,szt.,"8,76",,"35,04",,23
T,5904555015098,Opaski Bride Squad,Podstawowa,2,szt.,"10,6",,"21,2",,23
T,5904555015227,baner  oh baby,Podstawowa,3,szt.,"21,43",,"64,29",,23
T,5904555015623,Topper oh baby,Podstawowa,2,szt.,"4,8",,"9,6",,23
T,5904555015623,Topper oh baby,Podstawowa,1,szt.,"4,83",,"4,83",,23
T,5904555015630,Topper Oh Baby,Podstawowa,1,szt.,"4,83",,"4,83",,23
T,5904555016101,Balon foliowy miś 72x104,Podstawowa,3,szt.,"6,68",,"20,04",,23
T,5904555016149,naklejka na kieliszek mąż żona,Podstawowa,4,szt.,"3,21",,"12,84",,23
T,5904555016583,balon stokrotka,Podstawowa,1,szt.,"8,35",,"8,35",,23
T,5904555016606,Balon foliowy bączek,Podstawowa,6,szt.,"5,55",,"33,3",,23
T,5904555018709,Baner Pierścionki Wieczór Panieński,Podstawowa,3,szt.,"1,79",,"5,37",,23
T,5904555018822,Balon foliowy,Podstawowa,1,szt.,"2,65",,"2,65",,23
T,5904555018860,Balon foliowy strój bride,Podstawowa,6,szt.,"1,85",,"11,1",,23
T,5904555019720,Balon foliowy w Kształcie balonu,Podstawowa,1,szt.,"10,04",,"10,04",,23
T,5904555019867,Ściana na shoty Muszelka,Podstawowa,3,szt.,"3,89",,"11,67",,23
T,5904555020917,Balon foliowy pojazdy budowlane,Podstawowa,4,szt.,"2,92",,"11,68",,23
T,5904555022447,baner halloween pomarańczowy,Podstawowa,4,szt.,"7,09",,"28,36",,23
T,5904555024700,napis foliowy happy new year 422x46,Podstawowa,4,szt.,"6,1",,"24,4",,23
T,5904555025134,gadżety do zdięć,Podstawowa,3,szt.,"5,81",,"17,43",,23
T,5904555025172,talerzyki zegar,Podstawowa,5,szt.,"2,5",,"12,5",,23
T,5904555025585,"Serwetki Chrzest Swięty 12 szt, 30x30cm",Podstawowa,4,szt.,"2,98",,"11,92",,23
T,5904555025615,"Serwetki Chrzest Swięty 12 szt, 30x30cm",Podstawowa,5,szt.,"2,98",,"14,9",,23
T,5904555026643,Girlanda Chrzest Święty Różowa,Podstawowa,2,szt.,"6,06",,"12,12",,23
T,5904555026674,Girlanda Chrzest Święty Niebieska,Podstawowa,1,szt.,"6,06",,"6,06",,23
T,5904555026704,Girlanda Chrzest Święty Biała,Podstawowa,2,szt.,"6,06",,"12,12",,23
T,5904555027060,Balon foliowy penis,Podstawowa,5,szt.,"5,65",,"28,25",,23
T,5904555027596,balon strong 12cm alabastrowy,Podstawowa,1,szt.,"9,44",,"9,44",,23
T,5904555028371,zaproszenia triceratops,Podstawowa,30,szt.,"3,89",,"116,7",,23
T,5904555028388,zaproszenia auta,Podstawowa,30,szt.,"3,89",,"116,7",,23
T,5904555028456,Balon foliowy miś na księżycu 80x98 n.,Podstawowa,1,szt.,"8,75",,"8,75",,23
T,5904555028456,Balon foliowy miś na księżycu 80x98 n.,Podstawowa,4,szt.,"8,76",,"35,04",,23
T,5904555029088,balon Gamepad,Podstawowa,7,szt.,"2,94",,"20,58",,23
T,5904555029088,balon Gamepad,Podstawowa,1,szt.,"3,93",,"3,93",,23
T,5904555029194,Balon foliowy game over,Podstawowa,5,szt.,"3,32",,"16,6",,23
T,5904555029231,Stojak do balonów 160cm,Podstawowa,2,szt.,"10,84",,"21,68",,23
T,5904555029309,baner level up,Podstawowa,4,szt.,"7,38",,"29,52",,23
T,5904555034624,balon foliowy cyfra 2 jasny niebieski mat,Podstawowa,2,szt.,"3,88",,"7,76",,23
T,5904555035553,Tablica Rejestracyjna Mąż i Żona,Podstawowa,2,szt.,"1,75",,"3,5",,23
T,5904555036413,butla z helem na 50 balonów,Podstawowa,2,szt.,"91,2",,"182,4",,23
T,5904555040922,Balon Chrest Święty różowy 33 cm,Podstawowa,3,szt.,"3,27",,"9,81",,23
T,5904555040960,Balon Eco Chrzest Święty,Podstawowa,4,szt.,"3,26",,"13,04",,23
T,5904555041516,Topper na Tort Chrzest Święty,Podstawowa,3,szt.,"3,88",,"11,64",,23
T,5904555043183,Balon Foliowy Piwo 66x54cm,Podstawowa,3,szt.,"4,52",,"13,56",,23
T,5904555043305,Balon foliowy skrzydła motyla fioletowe,Podstawowa,2,szt.,"5,03",,"10,06",,23
T,5904555045439,balon stojący z misiem,Podstawowa,1,szt.,"8,18",,"8,18",,23
T,5904555045477,balon ONE,Podstawowa,2,szt.,"4,34",,"8,68",,23
T,5904555046023,Balony Strong 30 cm Pastel Honey 100 szt,Podstawowa,1,szt.,"17,89",,"17,89",,23
T,5904555052079,Tatuaże Jednorożce mix,Podstawowa,3,szt.,"3,91",,"11,73",,23
T,5904555055742,Tasiemka satynowa b.zieleń 38mm/25m,Podstawowa,1,szt.,"3,84",,"3,84",,23
T,5904555060180,Piniata składana Boy of Girl 30x35x8cm,Podstawowa,1,szt.,"22,08",,"22,08",,23
T,5904555061248,Tasiemka welurowa purporowa 15mm/10m,Podstawowa,2,szt.,"6,98",,"13,96",,23
T,5904555061323,Tasiemka welurowa j.róż 15mm/10m,Podstawowa,1,szt.,"6,98",,"6,98",,23
T,5904555061361,Tasiemka welurowa czerwona 15mm/10m,Podstawowa,2,szt.,"6,98",,"13,96",,23
T,5904555061446,Tasiemka welurowa b.zieleń 15mm/10m,Podstawowa,2,szt.,"6,98",,"13,96",,23
T,5904555061484,Tasiemka welurowa biała 15mm/10m,Podstawowa,1,szt.,"6,98",,"6,98",,23
T,5904555061521,Tasiemka welurowa granatowa 15mm/10m,Podstawowa,2,szt.,"6,98",,"13,96",,23
T,5904555061569,Tasiemka welurowa beżowa 15mm/10m,Podstawowa,1,szt.,"6,98",,"6,98",,23
T,5904555061606,Tasiemka welurowa zimny złoty 15mm/10m,Podstawowa,2,szt.,"6,98",,"13,96",,23
T,5904555063044,balon foliowy stojący renifer,Podstawowa,4,szt.,"6,26",,"25,04",,23
T,5904555063082,balon foliowy stojący renifer,Podstawowa,4,szt.,"3,15",,"12,6",,23
T,5904555064669,"Balon foliowy motyl ,mięta",Podstawowa,3,szt.,"3,85",,"11,55",,23
T,5904555064676,Balon foliowy motyl .błękit,Podstawowa,2,szt.,"3,85",,"7,7",,23
T,5904555064706,Stojący balon jamnik,Podstawowa,2,szt.,"6,92",,"13,84",,23
T,5904555065062,Stojący balon foliowy buldog,Podstawowa,3,szt.,"6,95",,"20,85",,23
T,5904555068063,"Opaska z gwiazdkami 18,srebrna",Podstawowa,2,szt.,"5,03",,"10,06",,23
T,5904555068063,"Opaska z gwiazdkami 18,srebrna",Podstawowa,3,szt.,"5,36",,"16,08",,23
T,5904555068087,"Opaska z gwiazdkami 40,srebrna",Podstawowa,2,szt.,"5,03",,"10,06",,23
T,5904555068087,"Opaska z gwiazdkami 40,srebrna",Podstawowa,5,szt.,"5,36",,"26,8",,23
T,5904555070837,balony gumowe mix happy new year 2026,Podstawowa,4,szt.,"14,3",,"57,2",,23
T,5904555071582,gwiazda złota 3D 70 cm.,Podstawowa,4,szt.,"4,82",,"19,28",,23
T,5904555074262,kurtyna czrna 100x200 cm,Podstawowa,2,szt.,"3,48",,"6,96",,23
T,5904555075795,butla z helem na 30 balonów,Podstawowa,1,szt.,62,,62,,23
T,5904555075801,Butla z helem,Podstawowa,1,szt.,144,,144,,23
T,5904555076129,Balon cyfra 0 róż mat,Podstawowa,4,szt.,"3,11",,"12,44",,23
T,5904555076136,Balon cyfra 1 róż mat,Podstawowa,4,szt.,"3,1",,"12,4",,23
T,5904555076143,Balon cyfra 2 róż mat,Podstawowa,4,szt.,"3,11",,"12,44",,23
T,5904555076150,Balon cyfra 3 róż mat,Podstawowa,3,szt.,"3,11",,"9,33",,23
T,5904555076167,Balon cyfra 4 róż mat,Podstawowa,4,szt.,"3,11",,"12,44",,23
T,5904555076174,Balon cyfra 5 róż mat,Podstawowa,6,szt.,"3,1",,"18,6",,23
T,5904555076181,Balon cyfra 6 róż mat,Podstawowa,4,szt.,"3,1",,"12,4",,23
T,5904555076198,Balon cyfra 7 róż mat,Podstawowa,5,szt.,"3,11",,"15,55",,23
T,5904555076204,balon foliowy cyfra 8 różowy mat,Podstawowa,2,szt.,"3,1",,"6,2",,23
T,5904555076211,Balon cyfra 9 róż mat,Podstawowa,1,szt.,"3,1",,"3,1",,23
T,5904555076211,Balon cyfra 9 róż mat,Podstawowa,2,szt.,"3,11",,"6,22",,23
T,5904555076228,balon foliowe cyfra 0 niebieski mat,Podstawowa,4,szt.,"3,88",,"15,52",,23
T,5904555076235,ciemno niebieski 1,Podstawowa,4,szt.,"3,1",,"12,4",,23
T,5904555076242,balon foliowy cyfra 2 niebieski mat,Podstawowa,3,szt.,"3,1",,"9,3",,23
T,5904555076242,balon foliowy cyfra 2 niebieski mat,Podstawowa,2,szt.,"3,88",,"7,76",,23
T,5904555076259,ciemno niebieska 3,Podstawowa,3,szt.,"3,11",,"9,33",,23
T,5904555076266,balon foliowy cyfra 4 niebieski mat,Podstawowa,4,szt.,"3,1",,"12,4",,23
T,5904555076273,Balon foliowy niebieski mat cyfra 5,Podstawowa,3,szt.,"3,1",,"9,3",,23
T,5904555076273,Balon foliowy niebieski mat cyfra 5,Podstawowa,2,szt.,"3,11",,"6,22",,23
T,5904555076280,balon foliowy cyfra 6 niebieski mat,Podstawowa,3,szt.,"3,1",,"9,3",,23
T,5904555076297,balon foliowy cyfra 7 niebieski mat,Podstawowa,3,szt.,"3,1",,"9,3",,23
T,5904555076303,balon foliowy cyfra 8 niebieski mat,Podstawowa,1,szt.,"3,1",,"3,1",,23
T,5904555076303,balon foliowy cyfra 8 niebieski mat,Podstawowa,3,szt.,"3,88",,"11,64",,23
T,5904555076310,balon foliowy cyfra 9 niebieski mat,Podstawowa,3,szt.,"3,1",,"9,3",,23
T,5904555076433,balon foliowy happy birthday czarny,Podstawowa,4,szt.,"7,69",,"30,76",,23
T,5904555078390,"Balon foliowy pastylka Happy""18"" 47,5x45cm,mix",Podstawowa,8,szt.,"2,97",,"23,76",,23
T,5904555078406,"Balon foliowy pastylka Happy""30"" 47,5x45cm,mix",Podstawowa,7,szt.,"2,97",,"20,79",,23
T,5904555078413,"Balon foliowy pastylka Happy""40"" 47,5x45cm,mix",Podstawowa,5,szt.,"2,97",,"14,85",,23
T,5904555078420,"Balon foliowy pastylka Happy""50"" 47,5x45cm,mix",Podstawowa,3,szt.,"2,97",,"8,91",,23
T,5904555078437,"Balon foliowy pastylka Happy""60"" 47,5x45cm,mix",Podstawowa,7,szt.,"2,97",,"20,79",,23
T,5904555078628,"Serwetki Happy 18,33x33cm 1op./12szt.",Podstawowa,2,szt.,"3,28",,"6,56",,23
T,5904555078635,"Serwetki Happy 30,33x33cm 1op./12szt.",Podstawowa,5,szt.,"3,28",,"16,4",,23
T,5904555078642,"Serwetki Happy 40,33x33cm 1op./12szt.",Podstawowa,4,szt.,"3,28",,"13,12",,23
T,5904555078659,"Serwetki Happy 50,33x33cm 1op./12szt.",Podstawowa,5,szt.,"3,28",,"16,4",,23
T,5904555078666,"Serwetki Happy 60,33x33cm 1op./12szt.",Podstawowa,4,szt.,"3,28",,"13,12",,23
T,5904555079052,"Świderki na 18 urodziny z kokardkami 50cm,czarne",Podstawowa,3,szt.,"4,65",,"13,95",,23
T,5904555079069,"Świderki na 30 urodziny z kokardkami 50cm,czarne",Podstawowa,4,szt.,"4,65",,"18,6",,23
T,5904555079076,"Świderki na 40 urodziny z kokardkami 50cm,czarne",Podstawowa,4,szt.,"4,65",,"18,6",,23
T,5904555079083,"Świderki na 50 urodziny z kokardkami 50cm,czarne",Podstawowa,4,szt.,"4,65",,"18,6",,23
T,5904555079090,"Świderki na 60 urodziny z kokardkami 50cm,czarne",Podstawowa,4,szt.,"4,65",,"18,6",,23
T,5904555079489,"Świeczka urodzinowa liczba""18"",5,5cm,biało-czarna",Podstawowa,12,szt.,"2,61",,"31,32",,23
T,5904555079496,"Świeczka urodzinowa liczba""30"",5,5cm,biało-czarna",Podstawowa,5,szt.,"2,61",,"13,05",,23
T,5904555079502,"Świeczka urodzinowa liczba""40"",5,5cm,biało-czarna",Podstawowa,3,szt.,"2,61",,"7,83",,23
T,5904555079519,"Świeczka urodzinowa liczba""50"",5,5cm,biało-czarna",Podstawowa,4,szt.,"2,61",,"10,44",,23
T,5904555079526,"Świeczka urodzinowa liczba""60"",5,5cm,biało-czarna",Podstawowa,6,szt.,"2,61",,"15,66",,23
T,5904555080010,"Talerzyki papierowe Happy Birthday z kokardką,mix",Podstawowa,4,szt.,"3,95",,"15,8",,23
T,5904555080027,"Kotylion na 18 urodziny, kremowo-czarny 11x17cm",Podstawowa,6,szt.,"3,38",,"20,28",,23
T,5904555080034,"Kotylion na 30 urodziny, kremowo-czarny 11x17cm",Podstawowa,4,szt.,"3,38",,"13,52",,23
T,5904555080041,"Kotylion na 40 urodziny, kremowo-czarny 11x17cm",Podstawowa,6,szt.,"3,38",,"20,28",,23
T,5904555080058,"Kotylion na 50 urodziny, kremowo-czarny 11x17cm",Podstawowa,4,szt.,"3,38",,"13,52",,23
T,5904555080065,"Kotylion na 60 urodziny, kremowo-czarny 11x17cm",Podstawowa,5,szt.,"3,38",,"16,9",,23
T,5904555080706,"Szarfa Happy 18,krem,76cm",Podstawowa,1,szt.,"7,56",,"7,56",,23
T,5904555080720,"Szarfa Happy 40,krem,76cm",Podstawowa,4,szt.,"7,56",,"30,24",,23
T,5904555081314,"Balon foliowy Penis 55,5x112cm",Podstawowa,4,szt.,"5,65",,"22,6",,23
T,5904555082168,balon foliowy cyfra 0 butelkowa zieleń,Podstawowa,2,szt.,"3,88",,"7,76",,23
T,5904555082175,balon foliowy cyfra 1 butelkowa zieleń,Podstawowa,2,szt.,"3,1",,"6,2",,23
T,5904555082182,butelokowa zieleń 2,Podstawowa,2,szt.,"3,1",,"6,2",,23
T,5904555082182,butelokowa zieleń 2,Podstawowa,2,szt.,"3,11",,"6,22",,23
T,5904555082199,balon foliowy cyfra 3 butelkowa zieleń,Podstawowa,5,szt.,"3,1",,"15,5",,23
T,5904555082205,balon foliowy cyfra 4 butelkowa zieleń,Podstawowa,3,szt.,"3,1",,"9,3",,23
T,5904555082205,balon foliowy cyfra 4 butelkowa zieleń,Podstawowa,2,szt.,"3,11",,"6,22",,23
T,5904555082212,balon foliowy cyfra 5 butelkowa zieleń,Podstawowa,4,szt.,"3,1",,"12,4",,23
T,5904555082229,balon foliowy cyfra 6 butelkowa zieleń,Podstawowa,2,szt.,"3,1",,"6,2",,23
T,5904555082229,balon foliowy cyfra 6 butelkowa zieleń,Podstawowa,2,szt.,"3,88",,"7,76",,23
T,5904555082236,balon foliowy cyfra 7  butelkowa zieleń,Podstawowa,2,szt.,"3,1",,"6,2",,23
T,5904555082236,balon foliowy cyfra 7  butelkowa zieleń,Podstawowa,2,szt.,"3,11",,"6,22",,23
T,5904555082243,Balon foliowy cyfra 8 butelkowa zieleń,Podstawowa,4,szt.,"3,1",,"12,4",,23
T,5904555082243,Balon foliowy cyfra 8 butelkowa zieleń,Podstawowa,2,szt.,"3,11",,"6,22",,23
T,5904555082250,Balon foliowy cyfra 9 butelkowa zieleń,Podstawowa,2,szt.,"3,1",,"6,2",,23
T,5904555082250,Balon foliowy cyfra 9 butelkowa zieleń,Podstawowa,1,szt.,"3,11",,"3,11",,23
T,5904555082601,Balon foliowy cyfra 1 granat,Podstawowa,2,szt.,"3,1",,"6,2",,23
T,5904555082618,balon foliowy cyfra 2 granat,Podstawowa,2,szt.,"3,1",,"6,2",,23
T,5904555082618,balon foliowy cyfra 2 granat,Podstawowa,3,szt.,"3,88",,"11,64",,23
T,5904555082625,balon foliowy cyfra 3 granat,Podstawowa,1,szt.,"3,1",,"3,1",,23
T,5904555082625,balon foliowy cyfra 3 granat,Podstawowa,3,szt.,"3,88",,"11,64",,23
T,5904555082632,balon foliowy cyfra 4 granat,Podstawowa,4,szt.,"3,1",,"12,4",,23
T,5904555082649,balon foliowy cyfra 5 granat,Podstawowa,4,szt.,"3,1",,"12,4",,23
T,5904555082656,balon cyfra 6 granat,Podstawowa,3,szt.,"3,1",,"9,3",,23
T,5904555082663,Balon foliowy cyfra 7 granat,Podstawowa,2,szt.,"3,1",,"6,2",,23
T,5904555082670,balon foliowy  cyfra 8 granat,Podstawowa,6,szt.,"3,1",,"18,6",,23
T,5904555082687,balon foliowy cyfra 9 granat,Podstawowa,2,szt.,"3,1",,"6,2",,23
